column	Domain	Topic	Variable_Label	Data_Source	class	nn	uniquevals	isnum	frc_int	n_nonmissing	n_missing	frc_missing	n_nonrepeat	frc_nonrepeat	top3	frc_mostcommon	md5	c_empty	c_uninformative	c_ordinal	c_tm	c_tf	c_numeric	c_factor	c_safe	c_safetf	c_safenumeric	c_complex	c_reistetter	c_schmidt	c_lin	c_notin2013	c_domainexpert	c_pct	c_total	c_byarea	c_per1k	c_median	c_medianhh	c_meanhh	c_percap	c_factorarea	c_SDI	c_ADI	c_AHRQsocial	c_AHRQecon	c_AHRQedu	c_AHRQphysinfr	c_AHRQhealth	c_AHRQgeo	c_NotAlwaysAvailable
ACS_PER_CAPITA_INCOME	2. Economic context	9. Income	Per capita income (in dollars, inflation-adjusted to file data year)	ACS	numeric	1711	1708	TRUE	0.885447106954997	1711	0	0	1705	0.996493278784337	"""111808""; ""193803""; ""428265"""	0.001168907071888	1f2275d841f0337c97f0ae4d3c533169	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE								TRUE					TRUE					
ACS_GINI_INDEX	2. Economic context	9. Income	Gini index of income inequality	ACS	numeric	1711	1699	TRUE	0	1711	0	0	1687	0.985973115137346	"""1.8078""; ""2.1574""; ""2.2738"""	0.001168907071888	804e82bb963d0727c1f74b657b708d6e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE											TRUE		TRUE					
ACS_PCT_PERSON_INC199	2. Economic context	8. Poverty	Percentage of population with income to poverty ratio: 1.25-1.99	ACS	numeric	1711	1707	TRUE	0.001168907071888	1711	0	0	1703	0.995324371712449	"""137.207""; ""179.111""; ""350.554"""	0.001168907071888	d946e36f2b6343419d394a0f0493ce5d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE		TRUE					
ACS_PCT_PERSON_INC200	2. Economic context	8. Poverty	Percentage of population with income to poverty ratio: 2.00 or higher	ACS	numeric	1711	1709	TRUE	0.001168907071888	1711	0	0	1707	0.997662185856225	"""545.931""; ""1876.388""; ""84.618"""	0.001168907071888	e7e61f323200abf82b1bc5c9d9239b2d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE		TRUE					
ACS_PCT_INC400	2. Economic context	8. Poverty	Percentage of population with income to poverty ratio of 4.00 or higher	ACS	numeric	1711	1709	TRUE	0	1711	0	0	1707	0.997662185856225	"""197.14""; ""309.354""; ""25.968"""	0.001168907071888	d7f5a6281c0b27ebec23df45e1abd335	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE		TRUE					
ACS_PCT_FOOD_STAMP	2. Economic context	9. Income	Percentage of households that received food stamps/SNAP, past 12 months	ACS	numeric	1711	1707	TRUE	0.000584453535944	1711	0	0	1703	0.995324371712449	"""99.435""; ""122.362""; ""143.848"""	0.001168907071888	484c4c93d0baa23a326c3731c01a3996	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE												TRUE					
ACS_PCT_NATURE	2. Economic context	7. Workforce / Employment	Percentage of employed working in agriculture, forestry, fishing and hunting, and mining (ages 16 and over)	ACS	numeric	1711	1708	TRUE	0.001168907071888	1711	0	0	1705	0.996493278784337	"""4.569""; ""50.519""; ""53.733"""	0.001168907071888	00e19f3713d5ba7e3c9dd47a02e21e31	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_CONSTRUCT	2. Economic context	7. Workforce / Employment	Percentage of employed working in construction	ACS	numeric	1711	1705	TRUE	0.000584453535944	1711	0	0	1699	0.992986557568673	"""23.568""; ""64.309""; ""69.581"""	0.001168907071888	32e2f70bf2c50de96c1796d179b21541	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_MANUFACT	2. Economic context	7. Workforce / Employment	Percentage of employed working in manufacturing	ACS	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""154.278""; ""315.37""; ""2.97"""	0.001168907071888	c6e2a6829dac887ea8374ef0a15b33e0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE												TRUE					
ACS_PCT_WHOLESALE	2. Economic context	7. Workforce / Employment	Percentage of employed working in wholesale trade	ACS	numeric	1711	1693	TRUE	0.003506721215663	1711	0	0	1676	0.979544126241964	"""0""; ""9.06""; ""11.9"""	0.001753360607832	42c63902170c0549e404699f9440da96	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_RETAIL	2. Economic context	7. Workforce / Employment	Percentage of employed working in retail trade	ACS	numeric	1711	1707	TRUE	0.001168907071888	1711	0	0	1703	0.995324371712449	"""36.987""; ""69.438""; ""88.312"""	0.001168907071888	5af7a27f16ea46282593b4d0cb271f1c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_TRANSPORT	2. Economic context	7. Workforce / Employment	Percentage of employed working in transportation and warehousing, and in utilities	ACS	numeric	1711	1699	TRUE	0	1711	0	0	1687	0.985973115137346	"""21.256""; ""35.62""; ""39.944"""	0.001168907071888	4c3b8894203e42efb85e5280db06ea7f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_INFORM	2. Economic context	7. Workforce / Employment	Percentage of employed working in information services	ACS	numeric	1711	1674	TRUE	0.009935710111046	1711	0	0	1648	0.963179427235535	"""0""; ""2.005""; ""3.56"""	0.007597895967271	155440974917f2374dea0a181b995ee2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE		TRUE					
ACS_PCT_FINANCE	2. Economic context	7. Workforce / Employment	Percentage of employed working in finance and insurance, real estate, and rental and leasing	ACS	numeric	1711	1703	TRUE	0.002922267679719	1711	0	0	1696	0.991233196960842	"""36.644""; ""10.735""; ""15.861"""	0.001753360607832	c5e6c33a3ee7ff65f3ddbd4911d145ff	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE		TRUE					
ACS_PCT_PROFESS	2. Economic context	7. Workforce / Employment	Percentage of employed working in professional, scientific, management, administrative, and waste management services	ACS	numeric	1711	1705	TRUE	0	1711	0	0	1699	0.992986557568673	"""28.879""; ""49.721""; ""122.051"""	0.001168907071888	981da8c7175bd008d2152dae8ef145c6	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE		TRUE					
ACS_PCT_EDUC	2. Economic context	7. Workforce / Employment	Percentage of employed working in educational services, and healthcare and social assistance	ACS	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""160.461""; ""240.886""; ""29.959"""	0.001168907071888	b7bc3b45ef1dfcf3c1b795cf11c2f7c5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE		TRUE					
ACS_PCT_ART	2. Economic context	7. Workforce / Employment	Percentage of employed working in arts, entertainment, recreation, and accommodation and food services	ACS	numeric	1711	1706	TRUE	0.000584453535944	1711	0	0	1701	0.994155464640561	"""28.038""; ""92.552""; ""98.623"""	0.001168907071888	ef7cd8f1883283e2c4631c2f48e45a9f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_OTHER	2. Economic context	7. Workforce / Employment	Percentage of employed working in other services, except public administration	ACS	numeric	1711	1703	TRUE	0.000584453535944	1711	0	0	1696	0.991233196960842	"""49.325""; ""49.832""; ""57.281"""	0.001753360607832	3551257f00ecbda31199334dfd17c30d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_ADMIN	2. Economic context	7. Workforce / Employment	Percentage of employed working in public administration	ACS	numeric	1711	1702	TRUE	0	1711	0	0	1693	0.98947983635301	"""12.226""; ""16.017""; ""25.492"""	0.001168907071888	dd55b1edca98770fa8c2d27533c8cf2a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE		TRUE					
ACS_PCT_1FAM_HH_FOOD_STMP	2. Economic context	9. Income	Percentage of unmarried partner households that received food stamps/Supplemental Nutrition Assistance Program (SNAP) benefits 	ACS	numeric	1711	1711	TRUE	0.004091174751607	1711	0	0	1711	1	"""0""; ""4.444""; ""6.723"""	0.000584453535944	c5929303ded9025040162bbc45eba0fb	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE												TRUE					
ACS_PCT_CHILD_1FAM	1. Social context	6. Living Conditions	Percentage of families with children that are single-parent families	ACS	numeric	1711	1710	TRUE	0.000584453535944	1711	0	0	1709	0.998831092928112	"""599.264""; ""9.849""; ""13.295"""	0.001168907071888	59f870562372f1851f7a16ab75cb76ca	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE	TRUE						
ACS_PCT_VA_UNEMPL	2. Economic context	7. Workforce / Employment	Percentage of civilian veterans that are unemployed (ages 18–64)	ACS	numeric	1711	1681	TRUE	0.020455873758036	1711	0	0	1674	0.978375219170076	"""0""; ""3.597""; ""7.692"""	0.014611338398597	f1fce97c1f0912b5fc2d6f7a0d5c7060	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_VA_LABOR_FORCE	2. Economic context	7. Workforce / Employment	Percentage of civilian veterans in labor force (ages 18–64)	ACS	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""783.221""; ""841.907""; ""77.364"""	0.001168907071888	242d5da6984322255a0e88af2dbf396e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE												TRUE					
ACS_PCT_VA_POOR	2. Economic context	8. Poverty	Percentage of civilian veterans with income below the poverty level in past 12 months (ages 18–64)	ACS	numeric	1711	1703	TRUE	0.008766803039158	1711	0	0	1701	0.994155464640561	"""0""; ""20""; ""0.81"""	0.004675628287551	8c3903160bd456136734f6398d568628	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE		TRUE					
ACS_PCT_NONVA_POOR	2. Economic context	8. Poverty	Percentage of civilian nonveterans with income below the poverty level in the past 12 months (ages 18-64)	ACS	numeric	1711	1710	TRUE	0.000584453535944	1711	0	0	1709	0.998831092928112	"""118.63""; ""3.555""; ""8.46"""	0.001168907071888	aeb6f9519576c3c99fdd31142bb10378	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE		TRUE					
ACS_VA_MEDIAN_INCOME	2. Economic context	9. Income	Median income of civilian veterans (in dollars, inflation-adjusted to file data year; ages 18 and over)	ACS	numeric	1711	1710	TRUE	0.886031560490941	1711	0	0	1709	0.998831092928112	"""247524""; ""26250""; ""27610"""	0.001168907071888	b7361cf39bbca0fab67c682fa7614c4a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE										TRUE								TRUE					
ACS_NONVA_MEDIAN_INCOME	2. Economic context	9. Income	Median income of civilian nonveteran population (in dollars, inflation-adjusted to file data year; ages 18 and over)	ACS	numeric	1711	1707	TRUE	0.872004675628288	1711	0	0	1703	0.995324371712449	"""160838""; ""190243""; ""301441"""	0.001168907071888	f8e99de51166cf93ea29d13d92896512	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE										TRUE								TRUE					
ACS_PCT_LT_HS	3. Education	10. Education	Percentage of population with less than high school education (ages 25 and over)	ACS	numeric	1711	1708	TRUE	0.001168907071888	1711	0	0	1705	0.996493278784337	"""93.762""; ""94.522""; ""224.832"""	0.001168907071888	72f744989b27c9dc341b0d4bb05e7dc3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE			TRUE				
ACS_PCT_HS_GRADUATE	3. Education	10. Education	Percentage of population with only high school diploma (ages 25 and over)	ACS	numeric	1711	1711	TRUE	0.001168907071888	1711	0	0	1711	1	"""30.183""; ""36.013""; ""47.727"""	0.000584453535944	03e5dc53546ba5412db2f713ed68ee5b	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE			TRUE				
ACS_PCT_ASSOCIATE_DGR	3. Education	10. Education	Percentage of population with some college or associate’s degree (ages 25 and over)	ACS	numeric	1711	1710	TRUE	0	1711	0	0	1709	0.998831092928112	"""403.344""; ""36.195""; ""40.076"""	0.001168907071888	d33952724138f0b3e3c54035eb8bf862	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE													TRUE				
ACS_PCT_BACHELOR_DGR	3. Education	10. Education	Percentage of population with a bachelor's degree (ages 25 and over)	ACS	numeric	1711	1708	TRUE	0.000584453535944	1711	0	0	1705	0.996493278784337	"""64.606""; ""159.455""; ""177.538"""	0.001168907071888	0419610aed285c4ab3b56ac8c6cfc0d7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE													TRUE				
ACS_PCT_GRADUATE_DGR	3. Education	10. Education	Percentage of population with a master's or professional school degree or doctorate (ages 25 and over)	ACS	numeric	1711	1702	TRUE	0	1711	0	0	1693	0.98947983635301	"""74.993""; ""89.023""; ""89.946"""	0.001168907071888	76f48bf8a388794c7b61a2c60ad04ff7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE													TRUE				
ACS_PCT_POSTHS_ED	3. Education	10. Education	Percentage of population with any postsecondary education (ages 25 and over)	ACS	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""224.57""; ""809.475""; ""55.645"""	0.001168907071888	1b68ef682f34f9b6ff2ba35ddea89038	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE			TRUE				
ACS_PCT_VA_COLLEGE	3. Education	10. Education	Percentage of civilian veterans that have some college education or an associate's degree (ages 25 and over)	ACS	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""247.789""; ""401.943""; ""12.655"""	0.001168907071888	106d13ca79890427edce7979f9a04025	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE													TRUE				
ACS_PCT_VA_BACHELOR	3. Education	10. Education	Percentage of civilian veterans that have a bachelor's degree or higher (ages 25 and over)	ACS	numeric	1711	1709	TRUE	0.001753360607832	1711	0	0	1707	0.997662185856225	"""228.165""; ""293.139""; ""1.687"""	0.001168907071888	15e5bd576901ffbdbb6edf9428fc691c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE													TRUE				
ACS_TOTAL_HOUSEHOLD	4. Physical infrastructure	13. Housing	Total number of households	ACS	numeric	1711	1691	TRUE	0.888369374634717	1711	0	0	1671	0.976621858562244	"""2484""; ""3657""; ""3692"""	0.001168907071888	b6d24df15ded4993252e30cb20b50d0d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE		TRUE													TRUE			
ACS_MEDIAN_RENT	4. Physical infrastructure	13. Housing	Median gross rent as a percentage of household income	ACS	numeric	1711	1549	TRUE	0.099941554646406	1711	0	0	1398	0.817066043249562	"""124""; ""130""; ""136.8"""	0.001753360607832	2bfaff63d608e56cb330867cfd138569	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE					FALSE	TRUE					TRUE				TRUE			
ACS_MEDIAN_HOME_VALUE	4. Physical infrastructure	13. Housing	Median home value of owner-occupied housing units	ACS	numeric	1711	1681	TRUE	0.877849210987727	1711	0	0	1652	0.96551724137931	"""1450900""; ""364000""; ""611300"""	0.001753360607832	695516053c70bcb0e571e8c961cb6149	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE					FALSE	TRUE					TRUE				TRUE			
ACS_PCT_RENT_COST_30PCT	4. Physical infrastructure	13. Housing	Percentage of rental units with rent equal to 30 percent or more of household income	ACS	numeric	1711	1711	TRUE	0.001753360607832	1711	0	0	1711	1	"""10.843""; ""20""; ""20.69"""	0.000584453535944	80dadce9f542283e0e4153d737371a53	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_RENTED_HH	4. Physical infrastructure	13. Housing	Percentage of occupied housing units: rented	ACS	numeric	1711	1709	TRUE	0	1711	0	0	1707	0.997662185856225	"""124.632""; ""373.516""; ""29.428"""	0.001168907071888	6df68567b0151e9d8be5e42aadcb19d7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE									TRUE					TRUE			
ACS_PCT_VACANT_HH	4. Physical infrastructure	13. Housing	Percentage of housing units vacant	ACS	numeric	1711	1705	TRUE	0.000584453535944	1711	0	0	1699	0.992986557568673	"""91.332""; ""145.6""; ""189.118"""	0.001168907071888	586db66eb06f95868b9c1668ba9607aa	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE	TRUE														TRUE			
ACS_HH_SIZE	1. Social context	6. Living Conditions	Average household size	ACS	numeric	1711	1537	TRUE	0.008766803039158	1711	0	0	1382	0.807714786674459	"""20.41""; ""26.04""; ""40.27"""	0.002337814143776	1a29527165860bb7cdd0b874e9f68f89	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE												TRUE					TRUE						
ACS_PCT_HH_1PERS	1. Social context	6. Living Conditions	Percentage of households with only one occupant	ACS	numeric	1711	1707	TRUE	0.001753360607832	1711	0	0	1703	0.995324371712449	"""111.866""; ""235.918""; ""276.502"""	0.001168907071888	4cfeaa069b9b567eeb79862edc1687f9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE		TRUE		TRUE	TRUE											TRUE						
ACS_PCT_OWNED_HH	4. Physical infrastructure	13. Housing	Percentage of occupied housing units: owner-occupied	ACS	numeric	1711	1709	TRUE	0	1711	0	0	1707	0.997662185856225	"""453.737""; ""521.96""; ""114.701"""	0.001168907071888	9d4c6929239c5aca084fbbde9aa1cb5a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE				TRUE			
ACS_PCT_GRP_QRT	4. Physical infrastructure	13. Housing	Percentage of persons in institutionalized group quarters	ACS	numeric	1711	1690	TRUE	0.007013442431327	1711	0	0	1679	0.981297486849795	"""0""; ""15.909""; ""2.315"""	0.006428988895383	19b12d6721cf692ca0c510a7ec9c23a9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE														TRUE			
ACS_PCT_HH_PUB_ASSIST	2. Economic context	9. Income	Percentage of households with public assistance income or food stamps/SNAP	ACS	numeric	1711	1690	TRUE	0.004091174751607	1711	0	0	1670	0.9760374050263	"""0""; ""2.772""; ""5.731"""	0.001753360607832	6627d24e4270e30456202870806f1940	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE	TRUE												TRUE					
ACS_PCT_DIVORCE_SEPARAT	1. Social context	6. Living Conditions	Percentage of population divorced or separated (ages 15 and over)	ACS	numeric	1711	1708	TRUE	0.001168907071888	1711	0	0	1705	0.996493278784337	"""94.126""; ""118.39""; ""176.461"""	0.001168907071888	026926a23b906f31eaa124a9a09f270e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE											TRUE						
ACS_PCT_1UP_PERS_1ROOM					numeric	1711	1695	TRUE	0.001168907071888	1711	0	0	1679	0.981297486849795	"""0""; ""6.25""; ""8.282"""	0.001168907071888	959a8051e6079e0642ed0a76a8e01af0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE							
ACS_PCT_OWNER_HH_CHILD	4. Physical infrastructure	13. Housing	Percentage of owner-occupied housing units with children	ACS	numeric	1711	1711	TRUE	0.000584453535944	1711	0	0	1711	1	"""24.632""; ""30.019""; ""37.574"""	0.000584453535944	01641999c3119990a0b3e5148e1918df	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_RENT_HH_CHILD					numeric	1711	1708	TRUE	0	1711	0	0	1705	0.996493278784337	"""315.31""; ""386.84""; ""877.664"""	0.001168907071888	5759e2caf5180b2e82bc2a5bb265fa5e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE																	
ACS_PCT_CHILD_DISAB	1. Social context	1. Demographics – population distribution	Percentage of children under 18 with a disability	ACS	numeric	1711	1702	TRUE	0.001168907071888	1711	0	0	1693	0.98947983635301	"""17.009""; ""20.184""; ""21.183"""	0.001168907071888	87deef3dfbfd7ef201897b3835a8617a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE											TRUE						
ACS_PCT_RENTER_65UP	4. Physical infrastructure	13. Housing	Percentage of rental units occupied by householders aged 65 and older	ACS	numeric	1711	1709	TRUE	0.002337814143776	1711	0	0	1707	0.997662185856225	"""0""; ""255.361""; ""7.23"""	0.001168907071888	d33cb15ca8f67ba70326042d72027738	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_HH_NO_FUEL	1. Social context	6. Living Conditions	Percentage of occupied housing units without fuel	ACS	numeric	1711	1564	TRUE	0.035651665692577	1711	0	0	1480	0.864991233196961	"""0""; ""0.506""; ""0.698"""	0.035067212156634	28d1bf97271bcacfaf8b4e068f258c48	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE											TRUE						
ACS_PCT_1UP_OWNER_1ROOM					numeric	1711	1670	TRUE	0.005844535359439	1711	0	0	1635	0.955581531268264	"""0""; ""2.643""; ""3.27"""	0.004675628287551	2b416007a1e3c229430b075affd2fb11	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE																	
ACS_PCT_1UP_RENT_1ROOM					numeric	1711	1683	TRUE	0.011689070718878	1711	0	0	1672	0.977206312098188	"""0""; ""2.293""; ""8.351"""	0.011104617182934	efe89906662634f60dc961d6d32643bf	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE																	
