column	Domain	Topic	Variable_Label	Data_Source	class	nn	uniquevals	isnum	frc_int	n_nonmissing	n_missing	frc_missing	n_nonrepeat	frc_nonrepeat	top3	frc_mostcommon	md5	c_empty	c_uninformative	c_ordinal	c_tm	c_tf	c_numeric	c_factor	c_safe	c_safetf	c_safenumeric	c_complex	c_reistetter	c_schmidt	c_lin	c_notin2013	c_domainexpert	c_pct	c_total	c_byarea	c_per1k	c_median	c_medianhh	c_meanhh	c_percap	c_factorarea	c_SDI	c_ADI	c_AHRQsocial	c_AHRQecon	c_AHRQedu	c_AHRQphysinfr	c_AHRQhealth	c_AHRQgeo	c_NotAlwaysAvailable
ACS_PCT_NO_VEH	4. Physical infrastructure	15. Transportation	Percentage of housing units with no vehicle available	ACS	numeric	1711	1701	TRUE	0.001168907071888	1711	0	0	1691	0.988310929281122	"""8.75""; ""13.898""; ""14.893"""	0.001168907071888	ea8302d340c8d0edf857758fbf4edb8a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE									TRUE					TRUE			
ACS_PCT_MOBILE_HOME	4. Physical infrastructure	13. Housing	Percentage of housing units that are mobile homes	ACS	numeric	1711	1706	TRUE	0.000584453535944	1711	0	0	1701	0.994155464640561	"""41.704""; ""60.742""; ""77.885"""	0.001168907071888	1525edec23b90af2aee9e7c2eb3004c1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_10UNITS	4. Physical infrastructure	13. Housing	Percentage of housing in structures with 10 or more units	ACS	numeric	1711	1690	TRUE	0.009351256575102	1711	0	0	1682	0.983050847457627	"""0""; ""6.998""; ""7.08"""	0.008766803039158	cbc1e7ec2f4ecba4c1768447f5c9247d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_GRANDKID_TOT	1. Social context	6. Living Conditions	Percentage of children living with a grandparent householder (ages 17 and under)	ACS	numeric	1711	1705	TRUE	0.001168907071888	1711	0	0	1699	0.992986557568673	"""34.865""; ""35.009""; ""72.736"""	0.001168907071888	31787feced285dda56f032d11bea0e5b	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE											TRUE						
ACS_PCT_GRANDP_RESPS	1. Social context	6. Living Conditions	Percentage of children living with grandparent householder whose grandparent is responsible for them: Parent present	ACS	numeric	1711	1681	TRUE	0.022793687901812	1711	0	0	1673	0.977790765634132	"""0""; ""100""; ""141.667"""	0.009351256575102	3ce0a6c5c2be64d6d9beec894513aa6f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE											TRUE						
ACS_PCT_GRANDP_NO_RESPS	1. Social context	6. Living Conditions	Percentage of children living with grandparent householder whose grandparent is responsible for them: Parent not present	ACS	numeric	1711	1689	TRUE	0.019286966686149	1711	0	0	1681	0.982466393921683	"""100""; ""0""; ""50"""	0.005260081823495	7b61b3c6a8927d9e547aae174dc1276f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE											TRUE						
ACS_PCT_GRANDP_RESPS_NO_P	1. Social context	6. Living Conditions	Percentage of children living with grandparent householder whose grandparent is not responsible for them	ACS	numeric	1711	1685	TRUE	0.019871420222092	1711	0	0	1680	0.981881940385739	"""0""; ""100""; ""200"""	0.01052016364699	bf71fa0df463a4bf17030ec94bd50608	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE											TRUE						
ACS_PCT_DRIVE_2WORK	4. Physical infrastructure	15. Transportation	Percentage of workers taking a car, truck, or van to work (ages 16 and over)	ACS	numeric	1711	1711	TRUE	0.001168907071888	1711	0	0	1711	1	"""91.11""; ""106.486""; ""112.46"""	0.000584453535944	7b0357c651374dd0d40f129dbfe6e274	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_PUBL_TRANSIT	4. Physical infrastructure	15. Transportation	Percentage of workers taking public transportation, excluding taxicab (ages 16 and over)	ACS	numeric	1711	1656	TRUE	0.016949152542373	1711	0	0	1628	0.951490356516657	"""0""; ""0.675""; ""1.07"""	0.016949152542373	4581b8f932ca12374ac83f0ee4f55fcb	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE				TRUE			
ACS_PCT_WALK_2WORK					numeric	1711	1697	TRUE	0.001168907071888	1711	0	0	1683	0.983635300993571	"""23.05""; ""25.871""; ""28.756"""	0.001168907071888	7b0aead0c2b705de33f36a92b618c643	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE																	
ACS_PCT_TAXICAB_2WORK					numeric	1711	1690	TRUE	0.005844535359439	1711	0	0	1676	0.979544126241964	"""0""; ""8.171""; ""13.249"""	0.005260081823495	1d399a7bed107f04c6b5b1d9a0076b60	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE							
ACS_PCT_WORK_NO_CAR	4. Physical infrastructure	15. Transportation	Percentage of workers 16 years and over in households with no vehicle available	ACS	numeric	1711	1691	TRUE	0.004675628287551	1711	0	0	1676	0.979544126241964	"""0""; ""5.699""; ""8.124"""	0.004091174751607	ae4a735a1e93715ba0482ccbe2b2c56e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE														TRUE			
ACS_PCT_COMMT_15MIN	4. Physical infrastructure	15. Transportation	Percentage of workers with < 15-minute commute time (ages 16 and over)	ACS	numeric	1711	1710	TRUE	0.001168907071888	1711	0	0	1709	0.998831092928112	"""684.11""; ""31.452""; ""33.823"""	0.001168907071888	b941bb5e5ce4d19e8edf26eda88065cb	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_COMMT_29MIN	4. Physical infrastructure	15. Transportation	Percentage of workers with 15- to 29-minute commute time (ages 16 and over)	ACS	numeric	1711	1711	TRUE	0	1711	0	0	1711	1	"""36.573""; ""40.232""; ""41.059"""	0.000584453535944	1798f4b0ba6e24eb7f3241b8ed4145f8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_COMMT_59MIN	4. Physical infrastructure	15. Transportation	Percentage of workers with 30- to 59-minute commute time (ages 16 and over)	ACS	numeric	1711	1708	TRUE	0.000584453535944	1711	0	0	1705	0.996493278784337	"""182.209""; ""201.661""; ""299.761"""	0.001168907071888	3a77e08001d31bd202f34e4030e34bd8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_COMMT_60MINUP	4. Physical infrastructure	15. Transportation	Percentage of workers with at least 60-minute commute time (ages 16 and over)	ACS	numeric	1711	1703	TRUE	0.000584453535944	1711	0	0	1695	0.990648743424898	"""62.658""; ""73.647""; ""74.289"""	0.001168907071888	991e003456d7793a0b3e3be9c0d2bae6	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_PUB_COMMT_15MIN	4. Physical infrastructure	15. Transportation	Percentage of workers age 16 and over with less than 15-minute commute time by public transportation	ACS	numeric	1711	1297	TRUE	0.238457042665108	1711	0	0	1266	0.739918176504968	"""0""; ""100""; ""200"""	0.137346580946815	6d0868795a9859d14b21f543bbe975c4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_PUB_COMMT_29MIN	4. Physical infrastructure	15. Transportation	Percentage of workers age 16 and over with 15-to 29-minute commute time by public transportation	ACS	numeric	1711	1366	TRUE	0.182349503214494	1711	0	0	1331	0.777907656341321	"""0""; ""100""; ""200"""	0.103448275862069	a364ad4d003b261aa648a2a5c9637e36	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_PUB_COMMT_59MIN	4. Physical infrastructure	15. Transportation	Percentage of workers age 16 and over with 30- to 59-minute commute time by public transportation	ACS	numeric	1711	1386	TRUE	0.180596142606663	1711	0	0	1355	0.791934541203974	"""0""; ""100""; ""200"""	0.093512565751023	e52c233d4ed41cb3fef366b828fddf81	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_PUB_COMMT_60MINUP	4. Physical infrastructure	15. Transportation	Percentage of workers age 16 and over with at least 60-minute commute time by public transportation	ACS	numeric	1711	1375	TRUE	0.187609585037989	1711	0	0	1359	0.79427235534775	"""0""; ""100""; ""200"""	0.082407948568089	5a5028d84fb55273bd3c4445d3a4b204	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE														TRUE			
ACS_PCT_MEDICAID_ANY	5. Healthcare context	18. Health insurance status	Percentage of population with any Medicaid/means-tested public health insurance coverage	ACS	numeric	1711	1708	TRUE	0.000584453535944	1711	0	0	1705	0.996493278784337	"""100.063""; ""114.913""; ""150.413"""	0.001168907071888	8c65410b5c57a87b882e4396f992cf3c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_MEDICARE_ONLY	5. Healthcare context	18. Health insurance status	Percentage of population with Medicare only	ACS	numeric	1711	1701	TRUE	0.000584453535944	1711	0	0	1691	0.988310929281122	"""22.277""; ""27.166""; ""32.223"""	0.001168907071888	040bc45db2ba904ddcd2ab7613a0065e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE															TRUE		
ACS_PCT_PRIVATE_ANY	5. Healthcare context	18. Health insurance status	Percentage of population with any private health insurance coverage	ACS	numeric	1711	1710	TRUE	0	1711	0	0	1709	0.998831092928112	"""592.348""; ""61.711""; ""70.236"""	0.001168907071888	a4c8a5f4b975e174edb2c6af6e270fc4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_UNINSURED	5. Healthcare context	18. Health insurance status	Percentage of population with no health insurance coverage	ACS	numeric	1711	1705	TRUE	0	1711	0	0	1699	0.992986557568673	"""25.582""; ""79.575""; ""100.292"""	0.001168907071888	2d71bcd6cf9c916a51d3faef74611f03	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE															TRUE		
ACS_PCT_PRIVATE_EMPL	5. Healthcare context	18. Health insurance status	Percentage of population with employer-based health insurance	ACS	numeric	1711	1710	TRUE	0.000584453535944	1711	0	0	1709	0.998831092928112	"""446.595""; ""50.219""; ""55.293"""	0.001168907071888	39b15a2daa1aff935cf7389a934f78df	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_PRIVATE_SELF	5. Healthcare context	18. Health insurance status	Percentage of population with direct-purchase health insurance only	ACS	numeric	1711	1704	TRUE	0.001168907071888	1711	0	0	1697	0.991817650496785	"""10.639""; ""31.231""; ""35.555"""	0.001168907071888	65eef6208b4c972f288304f1a6c5b91f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_PRIVATE_2	5. Healthcare context	18. Health insurance status	Percentage of population with employer-based and direct-purchase coverage	ACS	numeric	1711	1693	TRUE	0.001168907071888	1711	0	0	1675	0.97895967270602	"""3.092""; ""4.634""; ""6.799"""	0.001168907071888	f6053542b0fac0e1917bdfad95b22e84	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_PRIVATE_OTHER	5. Healthcare context	18. Health insurance status	Percentage of population with other private-only health insurance combinations	ACS	numeric	1711	1590	TRUE	0.018702513150205	1711	0	0	1503	0.87843366452367	"""0""; ""0.614""; ""1.07"""	0.016949152542373	dde9c95f66178760a0bcad637f808452	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_PRIVATE_MDCR	5. Healthcare context	18. Health insurance status	Percentage of population with employer-based and Medicare insurance coverage	ACS	numeric	1711	1704	TRUE	0.000584453535944	1711	0	0	1697	0.991817650496785	"""2.904""; ""4.525""; ""16.852"""	0.001168907071888	b26a5eebe0af836167d848b665299900	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_SELF_MDCR					numeric	1711	1701	TRUE	0.000584453535944	1711	0	0	1691	0.988310929281122	"""15.37""; ""32.069""; ""37.839"""	0.001168907071888	d9621dfaafd4b4400bd54c444d468d78	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE																	
ACS_PCT_TRICARE_VA	5. Healthcare context	18. Health insurance status	Percentage of population with TRICARE/military or VA health insurance coverage only	ACS	numeric	1711	1674	TRUE	0.002337814143776	1711	0	0	1638	0.957334891876096	"""0""; ""1.149""; ""3.03"""	0.001753360607832	70c9f23bb349c087a484b025922ad178	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_PUBLIC_OTHER	5. Healthcare context	18. Health insurance status	Percentage of population with other public-only health insurance combinations (ages 64 and under)	ACS	numeric	1711	1650	TRUE	0.002922267679719	1711	0	0	1592	0.930450029222677	"""0""; ""2.325""; ""6.22"""	0.001753360607832	ed2dc28704949b5c8cb9c979e8f75512	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_OTHER_INS	5. Healthcare context	18. Health insurance status	Percentage of population with other health insurance coverage combinations	ACS	numeric	1711	1707	TRUE	0.000584453535944	1711	0	0	1703	0.995324371712449	"""32.958""; ""39.907""; ""42.853"""	0.001168907071888	f26da900a36c8d1e2f652dc9a615a4f8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE															TRUE		
ACS_PCT_PUBLIC_ONLY	5. Healthcare context	18. Health insurance status	Percentage of population with Medicare, Medicaid, TRICARE/military, U.S. Department of Veterans Affairs (VA) coverage only	ACS	numeric	1711	1708	TRUE	0.002337814143776	1711	0	0	1705	0.996493278784337	"""70.662""; ""88.622""; ""166.333"""	0.001168907071888	385a8fbaa7d49939665ffb43480b1892	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_MEDICAID_ANY64	5. Healthcare context	18. Health Insurance Status	Percentage of population with any Medicaid/means-tested public coverage (ages 64 and under)	ACS	numeric	1711	1710	TRUE	0.000584453535944	1711	0	0	1709	0.998831092928112	"""225.972""; ""14.232""; ""15.582"""	0.001168907071888	2658028c32c23c256baf4d886e8d21db	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE															TRUE		
ACS_PCT_PRIVATE_ANY64	5. Healthcare context	18. Health Insurance Status	Percentage of population with any private health insurance coverage (ages 64 and under)	ACS	numeric	1711	1711	TRUE	0.001168907071888	1711	0	0	1711	1	"""64.954""; ""80.772""; ""94.186"""	0.000584453535944	f565b1e53942f66d03914b6cd89f153f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_UNINSURED64	5. Healthcare context	18. Health Insurance Status	Percentage of population with no health insurance (ages 64 and under)	ACS	numeric	1711	1711	TRUE	0.000584453535944	1711	0	0	1711	1	"""9.536""; ""11.746""; ""12.549"""	0.000584453535944	5f74bbfda5a77b7d38ef9d0b04482642	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE															TRUE		
ACS_PCT_PRIVATE_EMPL64	5. Healthcare context	18. Health Insurance Status	Percentage of population with employer-based health insurance only (ages 64 and under)	ACS	numeric	1711	1710	TRUE	0.002922267679719	1711	0	0	1709	0.998831092928112	"""750.026""; ""55.045""; ""64.081"""	0.001168907071888	49014b337daa1a7787adacf4249d413e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_PRIVATE_SELF64	5. Healthcare context	18. Health Insurance Status	Percentage of population with direct coverage only (ages 64 and under)	ACS	numeric	1711	1706	TRUE	0.001753360607832	1711	0	0	1701	0.994155464640561	"""7.07""; ""26.191""; ""32.162"""	0.001168907071888	93117413a80eddc2aabbbf3ee748ee19	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
ACS_PCT_TRICARE_VA64	5. Healthcare context	18. Health Insurance Status	Percentage of population with TRICARE/military or VA coverage only (ages 64 and under)	ACS	numeric	1711	1691	TRUE	0.002337814143776	1711	0	0	1671	0.976621858562244	"""0""; ""4.805""; ""4.852"""	0.001168907071888	7f84c97b7d3ffcde43c180a66f63d7e4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE															TRUE		
CCBP_RATE_BWLSTORES_PER_1000	4. Physical infrastructure	11. Environment	Beer, wine and liquor stores per 1,000 people	CCBP	numeric	1711	1575	TRUE	0.077732320280538	1711	0	0	1570	0.917592051431911	"""0""; ""0.0939319932368965""; ""0.182182546912006"""	0.077732320280538	c12f84893639b5a0edef7abdb38c65b2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_CFHEORS_PER_1000	4. Physical infrastructure	11. Environment	Emergency and other relief services for victims of domestic or international disasters per 1,000 people	CCBP	numeric	1711	676	TRUE	0.561659848042081	1711	0	0	615	0.359438924605494	"""0""; ""0.0353494291067199""; ""0.0407481357727884"""	0.561659848042081	fd24a5b6475b1fa0b61ccc74079367ed	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_CFS_PER_1000	4. Physical infrastructure	14. Food access	Community food services (targeting low-income or elderly) per 1,000 people	CCBP	numeric	1711	1246	TRUE	0.25073056691993	1711	0	0	1208	0.706019871420222	"""0""; ""0.0918948722661275""; ""0.0130770236694128"""	0.250146113383986	4813ff6d4e9cee517a01288197cc5411	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_CHS_PER_1000	4. Physical infrastructure	11. Environment	Community housing services (targeting low-income or elderly) per 1,000 people	CCBP	numeric	1711	1041	TRUE	0.360023378141438	1711	0	0	991	0.579193454120397	"""0""; ""0.0405367059872715""; ""0.0909918107370337"""	0.360023378141438	8dbfdad19a4fe574ee8c21197e742b2e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_CS_PER_1000	4. Physical infrastructure	14. Food access	Convenience stores per 1,000 people	CCBP	numeric	1711	1702	TRUE	0.005844535359439	1711	0	0	1701	0.994155464640561	"""0""; ""0.150761344791196""; ""0.224971878515186"""	0.005844535359439	2a40acab1415129772ee2f39aae101a4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_FCRSC_PER_1000	4. Physical infrastructure	11. Environment	Fitness centers and recreational sports centers per 1,000 people	CCBP	numeric	1711	1531	TRUE	0.101110461718293	1711	0	0	1522	0.889538281706604	"""0""; ""0.0246141728407217""; ""0.031085827971028"""	0.101110461718293	a4a4708db77dd263d781d597d40a75d0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_FF_PER_1000	4. Physical infrastructure	14. Food access	Limited service restaurants (fast food establishments) per 1,000 people	CCBP	numeric	1711	1674	TRUE	0.022209234365868	1711	0	0	1673	0.977790765634132	"""0""; ""0.172349409703272""; ""0.177022481855196"""	0.022209234365868	22b6a01a4a5975c5161b6a1789f1b21d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_FSR_PER_1000	4. Physical infrastructure	14. Food access	Full service restaurants per 1,000 people	CCBP	numeric	1711	1695	TRUE	0.008766803039158	1711	0	0	1692	0.988895382817066	"""0""; ""0.233154581487526""; ""1.15074798619102"""	0.008766803039158	2813f9e7d0d8bb9b4fabfe065b4571d0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_GAMBLING_PER_1000	4. Physical infrastructure	11. Environment	Gambling establishments per 1,000 people	CCBP	numeric	1711	737	TRUE	0.529514903565167	1711	0	0	676	0.395090590298071	"""0""; ""0.0754432289701999""; ""0.0774053719328121"""	0.529514903565167	7d22307533e9ab7bdc14cf83f2226137	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_SFS_PER_1000	4. Physical infrastructure	14. Food access	Specialized food stores per 1,000 people	CCBP	numeric	1711	1496	TRUE	0.122735242548217	1711	0	0	1489	0.870251315020456	"""0""; ""0.119803522223553""; ""0.166140554909453"""	0.122735242548217	ad1433ab92300a417995b6a382502f0c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_SHELTERS_PER_1000	4. Physical infrastructure	11. Environment	Temporary shelters per 1,000 people	CCBP	numeric	1711	993	TRUE	0.395675043834015	1711	0	0	959	0.560490940970193	"""0""; ""6.99300699300699""; ""4.27350427350427"""	0.395675043834015	6bd17e1b3456ee003bdb9a04bdfaa3cb	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			
CCBP_RATE_SOGS_PER_1000	4. Physical infrastructure	14. Food access	Supermarkets and other grocery (except convenience) stores per 1,000 people	CCBP	numeric	1711	1684	TRUE	0.016364699006429	1711	0	0	1683	0.983635300993571	"""0""; ""0.0283478852477605""; ""0.059343659130022"""	0.016364699006429	035f75a644b61f9bd508b4085d23f856	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE											TRUE			TRUE
RSR					numeric	1711	1711	TRUE	0	1711	0	0	1711	1	"""1.0407350742""; ""1.0521535096""; ""1.0534016052"""	0.000584453535944	4da7d6b00d27d6b323488b9fdb75b17b	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE									TRUE														
ACS_PCT_BROADBAND																															TRUE	TRUE	TRUE	TRUE																	TRUE
ACS_PCT_INTERNET																															TRUE	TRUE	TRUE	TRUE																	TRUE
ACS_PCT_SMARTPHONE																															TRUE	TRUE	TRUE	TRUE																	TRUE
sdi_score					numeric	32989	100	TRUE	1	32680	309	0.00936675861650853	0	0	"""1""; ""2""; ""10"""	0.0259783564218376	a3faf0885c090217b8a0ca6072055264	FALSE	FALSE	FALSE	FALSE	FALSE	 	FALSE	TRUE	FALSE	TRUE	FALSE																							
